,trnA,nad2,nad5,trnK,trnP,trnV,atp6,nad4L,trnQ,rrnL,trnW,trnF,trnH,trnT,trnN,trnM,trnI,rrnS,nad4,cox3,nad1,trnE,atp8,trnL,cox2,cox1,trnS,nad3,trnY,trnR,cob,trnC,nad6,trnD,trnG
nad1,0.04480651731160896,0.03665987780040733,0.1710794297352342,0.006109979633401222,0.439918533604888,0.024439918533604887,0.004073319755600814,0.14663951120162932,0.024439918533604887,0.006109979633401222,0.012219959266802444,0.024439918533604887,0.002036659877800407,0.008146639511201629,0.038696537678207736,0.014256619144602852,0.008146639511201629,0.004073319755600814,0.008146639511201629,0.0,1,0.006109979633401222,0.004073319755600814,0.6741344195519349,0.012219959266802444,0.010183299389002037,0.016293279022403257,0.0,0.05295315682281059,0.012219959266802444,0.010183299389002037,0.004073319755600814,0.008146639511201629,0.014256619144602852,0.13441955193482688
trnE,0.004073319755600814,0.06924643584521385,0.0,0.004073319755600814,0.034623217922606926,0.008146639511201629,0.028513238289205704,0.002036659877800407,0.034623217922606926,0.004073319755600814,0.07535641547861507,0.006109979633401222,0.05702647657841141,0.03054989816700611,0.05702647657841141,0.026476578411405296,0.016293279022403257,0.40122199592668023,0.002036659877800407,0.13441955193482688,0.006109979633401222,1,0.006109979633401222,0.028513238289205704,0.006109979633401222,0.010183299389002037,0.20977596741344195,0.04480651731160896,0.04073319755600815,0.1629327902240326,0.038696537678207736,0.02240325865580448,0.002036659877800407,0.010183299389002037,0.38289205702647655
atp8,0.006109979633401222,0.0,0.016293279022403257,0.0,0.002036659877800407,0.0,0.45213849287169044,0.12627291242362526,0.010183299389002037,0.018329938900203666,0.004073319755600814,0.008146639511201629,0.008146639511201629,0.004073319755600814,0.1629327902240326,0.018329938900203666,0.004073319755600814,0.0,0.04073319755600815,0.010183299389002037,0.004073319755600814,0.006109979633401222,1,0.1670061099796334,0.04480651731160896,0.014256619144602852,0.02240325865580448,0.004073319755600814,0.004073319755600814,0.004073319755600814,0.012219959266802444,0.004073319755600814,0.004073319755600814,0.5356415478615071,0.0
trnL,0.13034623217922606,0.0,0.008146639511201629,0.05295315682281059,0.08757637474541752,0.14867617107942974,0.006109979633401222,0.010183299389002037,0.164969450101833,0.7230142566191446,0.018329938900203666,0.06924643584521385,0.03054989816700611,0.059063136456211814,0.15071283095723015,0.05091649694501019,0.018329938900203666,0.024439918533604887,0.008146639511201629,0.024439918533604887,0.6741344195519349,0.028513238289205704,0.1670061099796334,1,0.010183299389002037,0.04480651731160896,0.05091649694501019,0.04684317718940937,0.010183299389002037,0.05091649694501019,0.016293279022403257,0.028513238289205704,0.034623217922606926,0.038696537678207736,0.06517311608961303
cox2,0.008146639511201629,0.012219959266802444,0.018329938900203666,0.016293279022403257,0.04073319755600815,0.034623217922606926,0.010183299389002037,0.020366598778004074,0.014256619144602852,0.002036659877800407,0.006109979633401222,0.1690427698574338,0.032586558044806514,0.008146639511201629,0.026476578411405296,0.06720977596741344,0.020366598778004074,0.006109979633401222,0.0,0.010183299389002037,0.012219959266802444,0.006109979633401222,0.04480651731160896,0.010183299389002037,1,0.5723014256619144,0.034623217922606926,0.10590631364562118,0.08757637474541752,0.010183299389002037,0.0855397148676171,0.018329938900203666,0.002036659877800407,0.40122199592668023,0.0814663951120163
cox1,0.05295315682281059,0.45621181262729127,0.008146639511201629,0.16089613034623218,0.014256619144602852,0.164969450101833,0.018329938900203666,0.002036659877800407,0.004073319755600814,0.032586558044806514,0.020366598778004074,0.048879837067209775,0.006109979633401222,0.016293279022403257,0.004073319755600814,0.008146639511201629,0.010183299389002037,0.012219959266802444,0.034623217922606926,0.13441955193482688,0.010183299389002037,0.010183299389002037,0.014256619144602852,0.04480651731160896,0.5723014256619144,1,0.014256619144602852,0.05091649694501019,0.008146639511201629,0.006109979633401222,0.004073319755600814,0.038696537678207736,0.002036659877800407,0.024439918533604887,0.006109979633401222
trnS,0.15885947046843177,0.5071283095723014,0.010183299389002037,0.03665987780040733,0.02240325865580448,0.016293279022403257,0.048879837067209775,0.05702647657841141,0.024439918533604887,0.020366598778004074,0.014256619144602852,0.020366598778004074,0.07942973523421588,0.3910386965376782,0.034623217922606926,0.0814663951120163,0.010183299389002037,0.03054989816700611,0.17718940936863545,0.10183299389002037,0.016293279022403257,0.20977596741344195,0.02240325865580448,0.05091649694501019,0.034623217922606926,0.014256619144602852,1,0.5580448065173116,0.03665987780040733,0.06109979633401222,0.4480651731160896,0.016293279022403257,0.04073319755600815,0.016293279022403257,0.018329938900203666
nad3,0.04480651731160896,0.016293279022403257,0.04073319755600815,0.032586558044806514,0.016293279022403257,0.004073319755600814,0.05091649694501019,0.012219959266802444,0.05091649694501019,0.006109979633401222,0.012219959266802444,0.002036659877800407,0.09164969450101833,0.006109979633401222,0.034623217922606926,0.1894093686354379,0.46435845213849286,0.002036659877800407,0.010183299389002037,0.028513238289205704,0.0,0.04480651731160896,0.004073319755600814,0.04684317718940937,0.10590631364562118,0.05091649694501019,0.5580448065173116,1,0.010183299389002037,0.004073319755600814,0.002036659877800407,0.020366598778004074,0.004073319755600814,0.024439918533604887,0.004073319755600814
trnY,0.002036659877800407,0.006109979633401222,0.010183299389002037,0.024439918533604887,0.006109979633401222,0.010183299389002037,0.059063136456211814,0.06924643584521385,0.03665987780040733,0.164969450101833,0.2525458248472505,0.002036659877800407,0.03054989816700611,0.1710794297352342,0.004073319755600814,0.31568228105906315,0.002036659877800407,0.03054989816700611,0.020366598778004074,0.010183299389002037,0.05295315682281059,0.04073319755600815,0.004073319755600814,0.010183299389002037,0.08757637474541752,0.008146639511201629,0.03665987780040733,0.010183299389002037,1,0.020366598778004074,0.016293279022403257,0.42769857433808556,0.010183299389002037,0.024439918533604887,0.008146639511201629
trnR,0.4073319755600815,0.05091649694501019,0.034623217922606926,0.018329938900203666,0.002036659877800407,0.03054989816700611,0.1710794297352342,0.0,0.034623217922606926,0.012219959266802444,0.1629327902240326,0.02240325865580448,0.03054989816700611,0.014256619144602852,0.3625254582484725,0.038696537678207736,0.034623217922606926,0.13441955193482688,0.004073319755600814,0.006109979633401222,0.012219959266802444,0.1629327902240326,0.004073319755600814,0.05091649694501019,0.010183299389002037,0.006109979633401222,0.06109979633401222,0.004073319755600814,0.020366598778004074,1,0.04276985743380855,0.016293279022403257,0.008146639511201629,0.012219959266802444,0.006109979633401222
cob,0.006109979633401222,0.008146639511201629,0.006109979633401222,0.004073319755600814,0.15682281059063136,0.002036659877800407,0.004073319755600814,0.17311608961303462,0.002036659877800407,0.054989816700611,0.008146639511201629,0.14052953156822812,0.016293279022403257,0.03665987780040733,0.002036659877800407,0.016293279022403257,0.004073319755600814,0.0,0.004073319755600814,0.008146639511201629,0.010183299389002037,0.038696537678207736,0.012219959266802444,0.016293279022403257,0.0855397148676171,0.004073319755600814,0.4480651731160896,0.002036659877800407,0.016293279022403257,0.04276985743380855,1,0.012219959266802444,0.46028513238289204,0.17922606924643583,0.012219959266802444
trnC,0.059063136456211814,0.010183299389002037,0.012219959266802444,0.024439918533604887,0.014256619144602852,0.004073319755600814,0.03054989816700611,0.006109979633401222,0.2525458248472505,0.008146639511201629,0.3075356415478615,0.109979633401222,0.038696537678207736,0.016293279022403257,0.04684317718940937,0.13034623217922606,0.14052953156822812,0.05091649694501019,0.002036659877800407,0.002036659877800407,0.004073319755600814,0.02240325865580448,0.004073319755600814,0.028513238289205704,0.018329938900203666,0.038696537678207736,0.016293279022403257,0.020366598778004074,0.42769857433808556,0.016293279022403257,0.012219959266802444,1,0.006109979633401222,0.09775967413441955,0.012219959266802444
nad6,0.059063136456211814,0.008146639511201629,0.23625254582484725,0.026476578411405296,0.5784114052953157,0.008146639511201629,0.002036659877800407,0.010183299389002037,0.04276985743380855,0.03665987780040733,0.018329938900203666,0.02240325865580448,0.012219959266802444,0.012219959266802444,0.004073319755600814,0.02240325865580448,0.018329938900203666,0.012219959266802444,0.12423625254582485,0.006109979633401222,0.008146639511201629,0.002036659877800407,0.004073319755600814,0.034623217922606926,0.002036659877800407,0.002036659877800407,0.04073319755600815,0.004073319755600814,0.010183299389002037,0.008146639511201629,0.46028513238289204,0.006109979633401222,1,0.026476578411405296,0.12830957230142567
trnD,0.020366598778004074,0.034623217922606926,0.03054989816700611,0.026476578411405296,0.006109979633401222,0.008146639511201629,0.13034623217922606,0.020366598778004074,0.018329938900203666,0.032586558044806514,0.016293279022403257,0.0814663951120163,0.002036659877800407,0.010183299389002037,0.010183299389002037,0.026476578411405296,0.04276985743380855,0.0,0.002036659877800407,0.020366598778004074,0.014256619144602852,0.010183299389002037,0.5356415478615071,0.038696537678207736,0.40122199592668023,0.024439918533604887,0.016293279022403257,0.024439918533604887,0.024439918533604887,0.012219959266802444,0.17922606924643583,0.09775967413441955,0.026476578411405296,1,0.006109979633401222
trnG,0.028513238289205704,0.012219959266802444,0.002036659877800407,0.0,0.018329938900203666,0.059063136456211814,0.034623217922606926,0.006109979633401222,0.4073319755600815,0.006109979633401222,0.1446028513238289,0.006109979633401222,0.15885947046843177,0.034623217922606926,0.048879837067209775,0.010183299389002037,0.012219959266802444,0.06720977596741344,0.008146639511201629,0.054989816700611,0.13441955193482688,0.38289205702647655,0.0,0.06517311608961303,0.0814663951120163,0.006109979633401222,0.018329938900203666,0.004073319755600814,0.008146639511201629,0.006109979633401222,0.012219959266802444,0.012219959266802444,0.12830957230142567,0.006109979633401222,1
