,trnA,nad2,nad5,trnK,trnP,trnV,atp6,nad4L,trnQ,rrnL,trnW,trnF,trnH,trnT,trnN,trnM,trnI,rrnS,nad4,cox3,nad1,trnE,atp8,trnL,cox2,cox1,trnS,nad3,trnY,trnR,cob,trnC,nad6,trnD,trnG
nad1,0.005714285714285714,0.005714285714285714,0.0,0.08,0.0,0.005714285714285714,0.6971428571428572,0.0,0.011428571428571429,0.0,0.03428571428571429,0.09714285714285714,0.0,0.011428571428571429,0.022857142857142857,0.0,0.0,0.0,0.0,0.017142857142857144,1,0.06857142857142857,0.0,0.04,0.0,0.04,0.022857142857142857,0.005714285714285714,0.7942857142857143,0.0,0.005714285714285714,0.0,0.005714285714285714,0.017142857142857144,0.011428571428571429
trnE,0.017142857142857144,0.005714285714285714,0.09714285714285714,0.0,0.005714285714285714,0.04,0.005714285714285714,0.0,0.0,0.0,0.6228571428571429,0.011428571428571429,0.0,0.005714285714285714,0.011428571428571429,0.005714285714285714,0.011428571428571429,0.6628571428571428,0.005714285714285714,0.0,0.06857142857142857,1,0.0,0.12571428571428572,0.005714285714285714,0.0,0.17142857142857143,0.005714285714285714,0.0,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.0,0.06285714285714286,0.017142857142857144
atp8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.06857142857142857,0.0,0.0,0.0,0.0,0.0,0.06857142857142857,0.0
trnL,0.1657142857142857,0.08,0.04,0.6628571428571428,0.06285714285714286,0.0,0.045714285714285714,0.005714285714285714,0.005714285714285714,0.03428571428571429,0.005714285714285714,0.005714285714285714,0.0,0.03428571428571429,0.1657142857142857,0.02857142857142857,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.7714285714285715,0.04,0.12571428571428572,0.0,1,0.07428571428571429,0.0,0.7085714285714285,0.005714285714285714,0.011428571428571429,0.0,0.8114285714285714,0.0,0.011428571428571429,0.0,0.0
cox2,0.011428571428571429,0.017142857142857144,0.0,0.0,0.011428571428571429,0.0,0.0,0.04,0.0,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.8571428571428571,0.0,0.0,0.005714285714285714,0.017142857142857144,0.0,0.005714285714285714,0.011428571428571429,0.0,0.005714285714285714,0.0,0.07428571428571429,1,0.07428571428571429,0.0,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.011428571428571429,0.017142857142857144,0.0,0.02857142857142857,0.7714285714285715
cox1,0.011428571428571429,0.0,0.0,0.0,0.017142857142857144,0.0,0.011428571428571429,0.005714285714285714,0.0,0.0,0.14285714285714285,0.011428571428571429,0.0,0.05714285714285714,0.04,0.011428571428571429,0.005714285714285714,0.005714285714285714,0.68,0.005714285714285714,0.04,0.0,0.0,0.0,0.07428571428571429,1,0.06285714285714286,0.005714285714285714,0.06857142857142857,0.022857142857142857,0.005714285714285714,0.68,0.0,0.011428571428571429,0.005714285714285714
trnS,0.04,0.8,0.017142857142857144,0.02857142857142857,0.09714285714285714,0.017142857142857144,0.05142857142857143,0.0,0.005714285714285714,0.011428571428571429,0.022857142857142857,0.02857142857142857,0.005714285714285714,0.0,0.6628571428571428,0.05714285714285714,0.017142857142857144,0.7485714285714286,0.017142857142857144,0.0,0.022857142857142857,0.17142857142857143,0.0,0.7085714285714285,0.0,0.06285714285714286,1,0.08,0.04,0.0,0.08571428571428572,0.10857142857142857,0.005714285714285714,0.011428571428571429,0.005714285714285714
nad3,0.005714285714285714,0.005714285714285714,0.6971428571428572,0.04,0.005714285714285714,0.005714285714285714,0.0,0.02857142857142857,0.017142857142857144,0.8171428571428572,0.0,0.0,0.005714285714285714,0.0,0.005714285714285714,0.0,0.022857142857142857,0.0,0.0,0.0,0.005714285714285714,0.005714285714285714,0.06857142857142857,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.08,1,0.005714285714285714,0.0,0.045714285714285714,0.10285714285714286,0.0,0.005714285714285714,0.011428571428571429
trnY,0.022857142857142857,0.011428571428571429,0.0,0.0,0.02857142857142857,0.005714285714285714,0.005714285714285714,0.04,0.0,0.0,0.045714285714285714,0.005714285714285714,0.0,0.0,0.6171428571428571,0.0,0.022857142857142857,0.11428571428571428,0.022857142857142857,0.005714285714285714,0.7942857142857143,0.0,0.0,0.011428571428571429,0.005714285714285714,0.06857142857142857,0.04,0.005714285714285714,1,0.03428571428571429,0.005714285714285714,0.06857142857142857,0.0,0.005714285714285714,0.011428571428571429
trnR,0.05142857142857143,0.017142857142857144,0.005714285714285714,0.0,0.005714285714285714,0.03428571428571429,0.005714285714285714,0.0,0.7828571428571428,0.011428571428571429,0.005714285714285714,0.017142857142857144,0.07428571428571429,0.0,0.017142857142857144,0.0,0.6628571428571428,0.005714285714285714,0.06857142857142857,0.017142857142857144,0.0,0.005714285714285714,0.0,0.0,0.005714285714285714,0.022857142857142857,0.0,0.0,0.03428571428571429,1,0.017142857142857144,0.0,0.10857142857142857,0.0,0.0
cob,0.005714285714285714,0.005714285714285714,0.0,0.017142857142857144,0.0,0.0,0.005714285714285714,0.0,0.09714285714285714,0.0,0.011428571428571429,0.6971428571428572,0.005714285714285714,0.011428571428571429,0.0,0.0,0.017142857142857144,0.0,0.005714285714285714,0.03428571428571429,0.005714285714285714,0.005714285714285714,0.0,0.8114285714285714,0.011428571428571429,0.005714285714285714,0.08571428571428572,0.045714285714285714,0.005714285714285714,0.017142857142857144,1,0.011428571428571429,0.07428571428571429,0.005714285714285714,0.0
trnC,0.11428571428571428,0.0,0.005714285714285714,0.05714285714285714,0.005714285714285714,0.022857142857142857,0.0,0.0,0.03428571428571429,0.02857142857142857,0.0,0.03428571428571429,0.0,0.0,0.03428571428571429,0.6285714285714286,0.0,0.005714285714285714,0.0,0.0,0.0,0.005714285714285714,0.0,0.0,0.017142857142857144,0.68,0.10857142857142857,0.10285714285714286,0.06857142857142857,0.0,0.011428571428571429,1,0.017142857142857144,0.0,0.005714285714285714
nad6,0.0,0.005714285714285714,0.03428571428571429,0.005714285714285714,0.06857142857142857,0.7028571428571428,0.0,0.7085714285714285,0.017142857142857144,0.011428571428571429,0.09714285714285714,0.02857142857142857,0.005714285714285714,0.005714285714285714,0.011428571428571429,0.02857142857142857,0.005714285714285714,0.0,0.017142857142857144,0.022857142857142857,0.005714285714285714,0.0,0.0,0.011428571428571429,0.0,0.0,0.005714285714285714,0.0,0.0,0.10857142857142857,0.07428571428571429,0.017142857142857144,1,0.0,0.011428571428571429
trnD,0.005714285714285714,0.011428571428571429,0.0,0.011428571428571429,0.09714285714285714,0.09714285714285714,0.011428571428571429,0.005714285714285714,0.02857142857142857,0.0,0.022857142857142857,0.0,0.0,0.0,0.005714285714285714,0.6742857142857143,0.017142857142857144,0.022857142857142857,0.045714285714285714,0.0,0.017142857142857144,0.06285714285714286,0.06857142857142857,0.0,0.02857142857142857,0.011428571428571429,0.011428571428571429,0.005714285714285714,0.005714285714285714,0.0,0.005714285714285714,0.0,0.0,1,0.7142857142857143
trnG,0.011428571428571429,0.011428571428571429,0.011428571428571429,0.045714285714285714,0.011428571428571429,0.005714285714285714,0.005714285714285714,0.02857142857142857,0.0,0.0,0.0,0.022857142857142857,0.005714285714285714,0.005714285714285714,0.022857142857142857,0.04,0.1657142857142857,0.011428571428571429,0.03428571428571429,0.005714285714285714,0.011428571428571429,0.017142857142857144,0.0,0.0,0.7714285714285715,0.005714285714285714,0.005714285714285714,0.011428571428571429,0.011428571428571429,0.0,0.0,0.005714285714285714,0.011428571428571429,0.7142857142857143,1
