sample,org,dataset,gpair,phylum,class,junc_tpm
SRR9622159_33_TC,Tribolium_castaneum,TC_whole_trasnc,10,Arthropoda,Insecta,11.0041901857705
SRR9622160_34_TC,Tribolium_castaneum,TC_whole_trasnc,12,Arthropoda,Insecta,11.577918812994469
SRR9622161_35_TC,Tribolium_castaneum,TC_whole_trasnc,11,Arthropoda,Insecta,11.466808132741987
SRR9622162_36_TC,Tribolium_castaneum,TC_whole_trasnc,11,Arthropoda,Insecta,11.39319461826116
SRR9622163_37_TC,Tribolium_castaneum,TC_whole_trasnc,11,Arthropoda,Insecta,10.987010841028239
SRR9622164_38_TC,Tribolium_castaneum,TC_whole_trasnc,11,Arthropoda,Insecta,11.404843211481875
SRR9622165_39_TC,Tribolium_castaneum,TC_whole_trasnc,12,Arthropoda,Insecta,11.182755832092203
SRR9622166_40_TC,Tribolium_castaneum,TC_whole_trasnc,11,Arthropoda,Insecta,11.036741545287647
SRR9622167_41_TC,Tribolium_castaneum,TC_whole_trasnc,11,Arthropoda,Insecta,10.949939298666477
SRR9622168_42_TC,Tribolium_castaneum,TC_whole_trasnc,11,Arthropoda,Insecta,10.951491655052296
SRR9622169_43_TC,Tribolium_castaneum,TC_whole_trasnc,11,Arthropoda,Insecta,11.604919397336442
SRR9622170_44_TC,Tribolium_castaneum,TC_whole_trasnc,11,Arthropoda,Insecta,11.020604155210375
SRR9622171_45_TC,Tribolium_castaneum,TC_whole_trasnc,11,Arthropoda,Insecta,10.823407869593717
SRR9622172_46_TC,Tribolium_castaneum,TC_whole_trasnc,12,Arthropoda,Insecta,11.024989812512798
SRR9622173_47_TC,Tribolium_castaneum,TC_whole_trasnc,11,Arthropoda,Insecta,11.816802962807897
SRR9622174_48_TC,Tribolium_castaneum,TC_whole_trasnc,10,Arthropoda,Insecta,10.916064713372338
SRR9622175_49_TC,Tribolium_castaneum,TC_whole_trasnc,10,Arthropoda,Insecta,10.857603540365554
